[ 2026-07-26 21:56:33,214 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2026-07-26 21:56:35,342 ] 30 root - INFO - Starting Data Ingestion
[ 2026-07-26 21:56:39,808 ] 81 root - INFO - Performed train test split on the dataframe
[ 2026-07-26 21:56:39,808 ] 83 root - INFO - Exited split_data_as_train_test method of DataIngestion class
[ 2026-07-26 21:56:39,808 ] 93 root - INFO - Exporting train and test file path.
[ 2026-07-26 21:56:39,843 ] 107 root - INFO - Exported train and test files.
[ 2026-07-26 21:56:39,843 ] 46 root - INFO - Data Ingestion Completed Successfully
[ 2026-07-26 21:56:39,843 ] 51 root - INFO - Starting Data Validation
[ 2026-07-26 21:56:39,845 ] 204 root - INFO - Starting data validation
[ 2026-07-26 21:56:39,857 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-26 21:56:39,857 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-26 21:56:39,857 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-26 21:56:39,857 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-26 21:56:39,857 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-26 21:56:39,857 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-26 21:56:39,917 ] 185 root - INFO - Data drift report saved at: Artifacts/07_26_2026_21_56_32/data_validation/drift_report/report.yaml
[ 2026-07-26 21:56:39,953 ] 371 root - INFO - Data Validation Artifact: DataValidationArtifact(validation_status=True, valid_train_file_path='Artifacts/07_26_2026_21_56_32/data_validation/validated/train.csv', valid_test_file_path='Artifacts/07_26_2026_21_56_32/data_validation/validated/test.csv', invalid_train_file_path='Artifacts/07_26_2026_21_56_32/data_validation/invalid/train.csv', invalid_test_file_path='Artifacts/07_26_2026_21_56_32/data_validation/invalid/test.csv', drift_report_file_path='Artifacts/07_26_2026_21_56_32/data_validation/drift_report/report.yaml')
[ 2026-07-26 21:56:39,953 ] 68 root - INFO - Data Validation Completed Successfully
[ 2026-07-26 21:56:39,953 ] 73 root - INFO - Starting Data Transformation
[ 2026-07-26 21:56:39,953 ] 86 root - INFO - Entered Data Transformation
[ 2026-07-26 21:56:39,963 ] 64 root - INFO - Creating KNN Imputer
[ 2026-07-26 21:56:39,963 ] 74 root - INFO - Pipeline created successfully
[ 2026-07-26 21:56:39,969 ] 52 root - INFO - Saving object to Artifacts/07_26_2026_21_56_32/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-26 21:56:39,971 ] 57 root - INFO - Object saved to Artifacts/07_26_2026_21_56_32/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-26 21:56:39,971 ] 171 root - INFO - Data Transformation completed successfully
[ 2026-07-26 21:56:39,972 ] 90 root - INFO - Data Transformation Completed Successfully
[ 2026-07-26 21:56:39,972 ] 92 root - INFO - Model Training Started
[ 2026-07-26 21:59:24,900 ] 52 root - INFO - Saving object to Artifacts/07_26_2026_21_56_32/model_trainer/trained_model/model.pkl
[ 2026-07-26 21:59:24,918 ] 57 root - INFO - Object saved to Artifacts/07_26_2026_21_56_32/model_trainer/trained_model/model.pkl
[ 2026-07-26 21:59:24,919 ] 136 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_26_2026_21_56_32/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9910696163994317), precision_score=np.float64(0.9876618122977346), recall_score=np.float64(0.9945010183299389)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9792166266986411), precision_score=np.float64(0.9760956175298805), recall_score=np.float64(0.9823576583801122)))
[ 2026-07-26 21:59:24,920 ] 99 root - INFO - Model Training Artifact created.
