[ 2026-07-26 21:30:46,068 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2026-07-26 21:30:47,966 ] 30 root - INFO - Starting Data Ingestion
[ 2026-07-26 21:30:50,286 ] 81 root - INFO - Performed train test split on the dataframe
[ 2026-07-26 21:30:50,286 ] 83 root - INFO - Exited split_data_as_train_test method of DataIngestion class
[ 2026-07-26 21:30:50,286 ] 93 root - INFO - Exporting train and test file path.
[ 2026-07-26 21:30:50,322 ] 107 root - INFO - Exported train and test files.
[ 2026-07-26 21:30:50,322 ] 46 root - INFO - Data Ingestion Completed Successfully
[ 2026-07-26 21:30:50,322 ] 51 root - INFO - Starting Data Validation
[ 2026-07-26 21:30:50,324 ] 204 root - INFO - Starting data validation
[ 2026-07-26 21:30:50,374 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-26 21:30:50,374 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-26 21:30:50,374 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-26 21:30:50,374 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-26 21:30:50,374 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-26 21:30:50,374 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-26 21:30:50,435 ] 185 root - INFO - Data drift report saved at: Artifacts/07_26_2026_21_30_45/data_validation/drift_report/report.yaml
[ 2026-07-26 21:30:50,471 ] 371 root - INFO - Data Validation Artifact: DataValidationArtifact(validation_status=True, valid_train_file_path='Artifacts/07_26_2026_21_30_45/data_validation/validated/train.csv', valid_test_file_path='Artifacts/07_26_2026_21_30_45/data_validation/validated/test.csv', invalid_train_file_path='Artifacts/07_26_2026_21_30_45/data_validation/invalid/train.csv', invalid_test_file_path='Artifacts/07_26_2026_21_30_45/data_validation/invalid/test.csv', drift_report_file_path='Artifacts/07_26_2026_21_30_45/data_validation/drift_report/report.yaml')
[ 2026-07-26 21:30:50,471 ] 68 root - INFO - Data Validation Completed Successfully
[ 2026-07-26 21:30:50,471 ] 73 root - INFO - Starting Data Transformation
[ 2026-07-26 21:30:50,471 ] 86 root - INFO - Entered Data Transformation
[ 2026-07-26 21:30:50,482 ] 64 root - INFO - Creating KNN Imputer
[ 2026-07-26 21:30:50,482 ] 74 root - INFO - Pipeline created successfully
[ 2026-07-26 21:30:50,488 ] 52 root - INFO - Saving object to Artifacts/07_26_2026_21_30_45/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-26 21:30:50,490 ] 57 root - INFO - Object saved to Artifacts/07_26_2026_21_30_45/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-26 21:30:50,490 ] 171 root - INFO - Data Transformation completed successfully
[ 2026-07-26 21:30:50,490 ] 90 root - INFO - Data Transformation Completed Successfully
[ 2026-07-26 21:30:50,490 ] 92 root - INFO - Model Training Started
[ 2026-07-26 21:33:26,570 ] 52 root - INFO - Saving object to Artifacts/07_26_2026_21_30_45/model_trainer/trained_model/model.pkl
[ 2026-07-26 21:33:26,584 ] 57 root - INFO - Object saved to Artifacts/07_26_2026_21_30_45/model_trainer/trained_model/model.pkl
[ 2026-07-26 21:33:26,584 ] 136 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_26_2026_21_30_45/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9908406269082027), precision_score=np.float64(0.9886271324126726), recall_score=np.float64(0.993064055487556)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9758607043925603), precision_score=np.float64(0.9693396226415094), recall_score=np.float64(0.9824701195219123)))
[ 2026-07-26 21:33:26,586 ] 99 root - INFO - Model Training Artifact created.
