[ 2026-07-26 21:52:25,355 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2026-07-26 21:52:27,196 ] 30 root - INFO - Starting Data Ingestion
[ 2026-07-26 21:52:29,551 ] 81 root - INFO - Performed train test split on the dataframe
[ 2026-07-26 21:52:29,551 ] 83 root - INFO - Exited split_data_as_train_test method of DataIngestion class
[ 2026-07-26 21:52:29,551 ] 93 root - INFO - Exporting train and test file path.
[ 2026-07-26 21:52:29,587 ] 107 root - INFO - Exported train and test files.
[ 2026-07-26 21:52:29,587 ] 46 root - INFO - Data Ingestion Completed Successfully
[ 2026-07-26 21:52:29,587 ] 51 root - INFO - Starting Data Validation
[ 2026-07-26 21:52:29,589 ] 204 root - INFO - Starting data validation
[ 2026-07-26 21:52:29,600 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-26 21:52:29,600 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-26 21:52:29,600 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-26 21:52:29,600 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-26 21:52:29,600 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-26 21:52:29,600 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-26 21:52:29,651 ] 185 root - INFO - Data drift report saved at: Artifacts/07_26_2026_21_52_24/data_validation/drift_report/report.yaml
[ 2026-07-26 21:52:29,686 ] 371 root - INFO - Data Validation Artifact: DataValidationArtifact(validation_status=True, valid_train_file_path='Artifacts/07_26_2026_21_52_24/data_validation/validated/train.csv', valid_test_file_path='Artifacts/07_26_2026_21_52_24/data_validation/validated/test.csv', invalid_train_file_path='Artifacts/07_26_2026_21_52_24/data_validation/invalid/train.csv', invalid_test_file_path='Artifacts/07_26_2026_21_52_24/data_validation/invalid/test.csv', drift_report_file_path='Artifacts/07_26_2026_21_52_24/data_validation/drift_report/report.yaml')
[ 2026-07-26 21:52:29,686 ] 68 root - INFO - Data Validation Completed Successfully
[ 2026-07-26 21:52:29,686 ] 73 root - INFO - Starting Data Transformation
[ 2026-07-26 21:52:29,686 ] 86 root - INFO - Entered Data Transformation
[ 2026-07-26 21:52:29,696 ] 64 root - INFO - Creating KNN Imputer
[ 2026-07-26 21:52:29,696 ] 74 root - INFO - Pipeline created successfully
[ 2026-07-26 21:52:29,702 ] 52 root - INFO - Saving object to Artifacts/07_26_2026_21_52_24/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-26 21:52:29,705 ] 57 root - INFO - Object saved to Artifacts/07_26_2026_21_52_24/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-26 21:52:29,705 ] 171 root - INFO - Data Transformation completed successfully
[ 2026-07-26 21:52:29,705 ] 90 root - INFO - Data Transformation Completed Successfully
[ 2026-07-26 21:52:29,705 ] 92 root - INFO - Model Training Started
