[ 2026-07-26 09:29:21,300 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2026-07-26 09:29:22,581 ] 30 root - INFO - Starting Data Ingestion
[ 2026-07-26 09:29:25,559 ] 81 root - INFO - Performed train test split on the dataframe
[ 2026-07-26 09:29:25,559 ] 83 root - INFO - Exited split_data_as_train_test method of DataIngestion class
[ 2026-07-26 09:29:25,559 ] 93 root - INFO - Exporting train and test file path.
[ 2026-07-26 09:29:25,594 ] 107 root - INFO - Exported train and test files.
[ 2026-07-26 09:29:25,595 ] 46 root - INFO - Data Ingestion Completed Successfully
[ 2026-07-26 09:29:25,595 ] 51 root - INFO - Starting Data Validation
[ 2026-07-26 09:29:25,596 ] 204 root - INFO - Starting data validation
[ 2026-07-26 09:29:25,607 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-26 09:29:25,607 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-26 09:29:25,607 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-26 09:29:25,607 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-26 09:29:25,607 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-26 09:29:25,607 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-26 09:29:25,662 ] 185 root - INFO - Data drift report saved at: Artifacts/07_26_2026_09_29_20/data_validation/drift_report/report.yaml
[ 2026-07-26 09:29:25,701 ] 371 root - INFO - Data Validation Artifact: DataValidationArtifact(validation_status=True, valid_train_file_path='Artifacts/07_26_2026_09_29_20/data_validation/validated/train.csv', valid_test_file_path='Artifacts/07_26_2026_09_29_20/data_validation/validated/test.csv', invalid_train_file_path='Artifacts/07_26_2026_09_29_20/data_validation/invalid/train.csv', invalid_test_file_path='Artifacts/07_26_2026_09_29_20/data_validation/invalid/test.csv', drift_report_file_path='Artifacts/07_26_2026_09_29_20/data_validation/drift_report/report.yaml')
[ 2026-07-26 09:29:25,701 ] 68 root - INFO - Data Validation Completed Successfully
[ 2026-07-26 09:29:25,701 ] 73 root - INFO - Starting Data Transformation
[ 2026-07-26 09:29:25,701 ] 86 root - INFO - Entered Data Transformation
[ 2026-07-26 09:29:25,711 ] 64 root - INFO - Creating KNN Imputer
[ 2026-07-26 09:29:25,711 ] 74 root - INFO - Pipeline created successfully
[ 2026-07-26 09:29:25,715 ] 52 root - INFO - Saving object to Artifacts/07_26_2026_09_29_20/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-26 09:29:25,717 ] 57 root - INFO - Object saved to Artifacts/07_26_2026_09_29_20/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-26 09:29:25,717 ] 171 root - INFO - Data Transformation completed successfully
[ 2026-07-26 09:29:25,718 ] 90 root - INFO - Data Transformation Completed Successfully
[ 2026-07-26 09:29:25,718 ] 92 root - INFO - Model Training Started
[ 2026-07-26 09:31:48,752 ] 52 root - INFO - Saving object to Artifacts/07_26_2026_09_29_20/model_trainer/trained_model/model.pkl
[ 2026-07-26 09:31:48,780 ] 57 root - INFO - Object saved to Artifacts/07_26_2026_09_29_20/model_trainer/trained_model/model.pkl
[ 2026-07-26 09:31:48,780 ] 120 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_26_2026_09_29_20/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9905014809518946), precision_score=np.float64(0.9893899204244032), recall_score=np.float64(0.9916155419222904)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9761439186546734), precision_score=np.float64(0.9674418604651163), recall_score=np.float64(0.9850039463299132)))
[ 2026-07-26 09:31:48,781 ] 99 root - INFO - Model Training Artifact created.
