[ 2026-07-25 15:55:53,175 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2026-07-25 15:55:54,354 ] 30 root - INFO - Starting Data Ingestion
[ 2026-07-25 15:56:00,301 ] 81 root - INFO - Performed train test split on the dataframe
[ 2026-07-25 15:56:00,302 ] 83 root - INFO - Exited split_data_as_train_test method of DataIngestion class
[ 2026-07-25 15:56:00,302 ] 93 root - INFO - Exporting train and test file path.
[ 2026-07-25 15:56:00,336 ] 107 root - INFO - Exported train and test files.
[ 2026-07-25 15:56:00,336 ] 46 root - INFO - Data Ingestion Completed Successfully
[ 2026-07-25 15:56:00,336 ] 51 root - INFO - Starting Data Validation
[ 2026-07-25 15:56:00,338 ] 204 root - INFO - Starting data validation
[ 2026-07-25 15:56:00,348 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-25 15:56:00,348 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-25 15:56:00,348 ] 52 root - INFO - Required number of columns: 31
[ 2026-07-25 15:56:00,348 ] 56 root - INFO - Dataframe columns: 31
[ 2026-07-25 15:56:00,348 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-25 15:56:00,348 ] 96 root - INFO - All numerical columns are present in the dataframe.
[ 2026-07-25 15:56:00,401 ] 185 root - INFO - Data drift report saved at: Artifacts/07_25_2026_15_55_52/data_validation/drift_report/report.yaml
[ 2026-07-25 15:56:00,438 ] 371 root - INFO - Data Validation Artifact: DataValidationArtifact(validation_status=True, valid_train_file_path='Artifacts/07_25_2026_15_55_52/data_validation/validated/train.csv', valid_test_file_path='Artifacts/07_25_2026_15_55_52/data_validation/validated/test.csv', invalid_train_file_path='Artifacts/07_25_2026_15_55_52/data_validation/invalid/train.csv', invalid_test_file_path='Artifacts/07_25_2026_15_55_52/data_validation/invalid/test.csv', drift_report_file_path='Artifacts/07_25_2026_15_55_52/data_validation/drift_report/report.yaml')
[ 2026-07-25 15:56:00,438 ] 68 root - INFO - Data Validation Completed Successfully
[ 2026-07-25 15:56:00,438 ] 73 root - INFO - Starting Data Transformation
[ 2026-07-25 15:56:00,438 ] 86 root - INFO - Entered Data Transformation
[ 2026-07-25 15:56:00,448 ] 64 root - INFO - Creating KNN Imputer
[ 2026-07-25 15:56:00,448 ] 74 root - INFO - Pipeline created successfully
[ 2026-07-25 15:56:00,452 ] 52 root - INFO - Saving object to Artifacts/07_25_2026_15_55_52/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-25 15:56:00,453 ] 57 root - INFO - Object saved to Artifacts/07_25_2026_15_55_52/data_transformation/transformed_object/preprocessor.pkl
[ 2026-07-25 15:56:00,454 ] 171 root - INFO - Data Transformation completed successfully
[ 2026-07-25 15:56:00,454 ] 90 root - INFO - Data Transformation Completed Successfully
[ 2026-07-25 15:56:00,454 ] 92 root - INFO - Model Training Started
[ 2026-07-25 15:58:22,537 ] 52 root - INFO - Saving object to Artifacts/07_25_2026_15_55_52/model_trainer/trained_model/model.pkl
[ 2026-07-25 15:58:22,547 ] 57 root - INFO - Object saved to Artifacts/07_25_2026_15_55_52/model_trainer/trained_model/model.pkl
[ 2026-07-25 15:58:22,547 ] 120 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_25_2026_15_55_52/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9909928144924602), precision_score=np.float64(0.9896907216494846), recall_score=np.float64(0.992298338062424)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9706601466992665), precision_score=np.float64(0.9675060926076361), recall_score=np.float64(0.9738348323793949)))
[ 2026-07-25 15:58:22,548 ] 99 root - INFO - Model Training Artifact created.
